X,Y,PK_RANDOM_SAMPLE_LOCATION,REPORTING_UNIT,WATERBODY_TYPE,WATERBODY_NAME,CAN_BE_SAMPLED,LAT_DD,LAT_MM,LAT_SS,LONG_DD,LONG_MM,LONG_SS,PUBLIC_LAND_SURVEY_COORDINATES,COUNTY_NAME,QUARTER_QUAD_MAP_NUMBER,HYDROLOGIC_UNIT_NAME,COMMENTS,OBJECTID
-80.87618272,27.19890103,Z6-SS-10024,ZONE 6,STREAM,LEMKIN CREEK,Yes,27,11,56.0256,80,52,34.24728,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,52917
-80.31830336,27.19430894,Z6-SS-10025,ZONE 6,STREAM,,No,27,11,39.49404,80,19,5.88216,,MARTIN,,FLORIDA SOUTHEAST COAST,,52918
-80.41002159,27.40743229,Z6-SS-10026,ZONE 6,STREAM,TENMILE CREEK,Yes,27,24,26.73792,80,24,36.06768,,ST. LUCIE,,FLORIDA SOUTHEAST COAST,,52919
-80.81976801,27.38430678,Z6-SS-10027,ZONE 6,STREAM,,No,27,23,3.48612,80,49,11.15436,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,52920
-80.67410856,27.19219783,Z6-SS-10028,ZONE 6,STREAM,LETTUCE CREEK,No,27,11,31.89408,80,40,26.78052,,MARTIN,,NORTHERN OKEECHOBEE INFLOW,,52921
-80.27941944,27.13197973,Z6-SS-10029,ZONE 6,STREAM,MAPPS CREEK,Yes,27,7,55.10892,80,16,45.90012,,MARTIN,,FLORIDA SOUTHEAST COAST,Point on dry land moved 5m.,52922
-80.38327788,27.39930699,Z6-SS-10030,ZONE 6,STREAM,TENMILE CREEK,Yes,27,23,57.48684,80,22,59.79036,,ST. LUCIE,,FLORIDA SOUTHEAST COAST,,52923
-80.82565551,27.38117977,Z6-SS-10031,ZONE 6,STREAM,,No,27,22,52.22892,80,49,32.34936,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,52924
-80.77488379,27.24475944,Z6-SS-10032,ZONE 6,STREAM,MOSQUITO CREEK,No,27,14,41.11584,80,46,29.57124,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,                                                                                                    ,52925
-80.15174477,25.95555263,Z6-SS-10033,ZONE 6,STREAM,OLETA RIVER,Yes,25,57,19.97244,80,9,6.27156,,MIAMI-DADE,,FLORIDA SOUTHEAST COAST,,52926
-80.28745944,27.08182351,Z6-SS-10034,ZONE 6,STREAM,,N/A,27,4,54.5466,80,17,14.84412,,MARTIN,,FLORIDA SOUTHEAST COAST,,52927
-85.38991146,30.9969104,Z1-SS-10047,ZONE 1,STREAM,SPRING CREEK,No,30,59,48.85656,85,23,23.66556,,JACKSON,,CHIPOLA,Updated by Andy Roach.,52948
-85.82160225,30.33575533,Z1-SS-10048,ZONE 1,STREAM,CROOKED CREEK,Yes,30,20,8.69892,85,49,17.75208,,BAY,,ST. ANDREW-ST. JOSEPH BAYS,Sampled by Andy Roach and Pete Folland. Updated by Andy Roach.,52949
-87.27366588,30.91499842,Z1-SS-10049,ZONE 1,STREAM,,No,30,54,53.97372,87,16,25.1796,,SANTA ROSA,,ESCAMBIA,Updated by Andy Roach.,52950
-86.83483266,30.84370272,Z1-SS-10050,ZONE 1,STREAM,BLUE CREEK,No,30,50,37.3092,86,50,5.38044,,SANTA ROSA,,BLACKWATER,Updated by Andy Roach.,52951
-84.91314469,30.35827437,Z1-SS-10051,ZONE 1,STREAM,GOFF BRANCH,No,30,21,29.76732,84,54,47.3058,,LIBERTY,,LOWER OCHLOCKONEE,Updated by Andy Roach.,52952
-86.13453685,30.6829714,Z1-SS-10052,ZONE 1,STREAM,,No,30,40,58.67652,86,8,4.31628,,WALTON,,LOWER CHOCTAWHATCHEE,Updated by Andy Roach.,52953
-86.21581257,30.61092758,Z1-SS-10054,ZONE 1,STREAM,BLOUNT MILL CREEK,No,30,36,39.31884,86,12,56.9088,,WALTON,,CHOCTAWHATCHEE BAY,Closed area of EAFB. Updated by Andy Roach.,52954
-84.990203,29.85320065,Z1-SS-10055,ZONE 1,STREAM,GRAHAM CREEK,Yes,29,51,11.50236,84,59,24.71568,,FRANKLIN,,APALACHICOLA,Sampled by Andy Roach and Pete Folland. Updated by Andy Roach.,52955
-85.50649607,30.5885954,Z1-SS-10056,ZONE 1,STREAM,,N/A,30,35,18.92292,85,30,23.37012,,WASHINGTON,,ST. ANDREW-ST. JOSEPH BAYS,,52956
-86.25717589,30.68583,Z1-SS-10057,ZONE 1,STREAM,,N/A,30,41,8.96748,86,15,25.81668,,WALTON,,CHOCTAWHATCHEE BAY,,52957
-85.11179136,30.69442134,Z1-SS-10058,ZONE 1,STREAM,WILLIAMS SLOUGH,N/A,30,41,39.89616,85,6,42.43356,,JACKSON,,CHIPOLA,,52958
-84.54807677,29.96890449,Z1-SS-10059,ZONE 1,STREAM,,N/A,29,58,8.03604,84,32,53.06172,,FRANKLIN,,LOWER OCHLOCKONEE,,52959
-85.93280829,30.46610076,Z1-SS-10060,ZONE 1,STREAM,DISMAL CREEK,N/A,30,27,57.94236,85,55,58.09368,,WALTON,,LOWER CHOCTAWHATCHEE,,52960
-86.94789458,30.53043334,Z1-SS-10061,ZONE 1,STREAM,HICKS CREEK,N/A,30,31,49.53972,86,56,52.40328,,SANTA ROSA,,YELLOW,,52961
-84.12077827,30.43170781,Z1-SS-10062,ZONE 1,STREAM,,N/A,30,25,54.12756,84,7,14.78748,,LEON,,APALACHEE BAY-ST. MARKS,,52962
-85.5829037,30.78030204,Z1-SS-10063,ZONE 1,STREAM,ALLIGATOR CREEK,N/A,30,46,49.06668,85,34,58.43748,,WASHINGTON,,LOWER CHOCTAWHATCHEE,,52963
-85.89513908,30.6530597,Z1-SS-10064,ZONE 1,STREAM,,N/A,30,39,10.9944,85,53,42.48456,,WALTON,,LOWER CHOCTAWHATCHEE,,52964
-86.88147517,30.91613223,Z1-SS-10065,ZONE 1,STREAM,,N/A,30,54,58.0554,86,52,53.29344,,SANTA ROSA,,BLACKWATER,,52965
-85.78442986,30.80741534,Z1-SS-10066,ZONE 1,STREAM,HATHAWAY MILL CREEK,N/A,30,48,26.67456,85,47,3.93144,,HOLMES,,LOWER CHOCTAWHATCHEE,,52966
-85.96564011,30.87878805,Z1-SS-10068,ZONE 1,STREAM,WEST PITTMAN CREEK,N/A,30,52,43.61628,85,57,56.28816,,HOLMES,,LOWER CHOCTAWHATCHEE,,52967
-86.47371846,30.83903033,Z1-SS-10069,ZONE 1,STREAM,,N/A,30,50,20.48856,86,28,25.36968,,OKALOOSA,,YELLOW,,52968
-81.74764006,29.68299411,Z3-SS-10122,ZONE 3,STREAM,RICE CREEK,N/A,29,40,58.7586,81,44,51.49248,,PUTNAM,,LOWER ST. JOHNS,,52969
-81.38261232,28.98393895,Z3-SS-10123,ZONE 3,STREAM,,N/A,28,59,2.1606,81,22,57.39312,,LAKE,,UPPER ST. JOHNS,,52970
-81.90928321,29.93692126,Z3-SS-10124,ZONE 3,STREAM,SOUTH FORK BLACK CREEK,N/A,29,56,12.89616,81,54,33.40764,,CLAY,,LOWER ST. JOHNS,,52971
-81.58462133,30.26030915,Z3-SS-10125,ZONE 3,STREAM,POTTSBURG CREEK,N/A,30,15,37.09224,81,35,4.62516,,DUVAL,,LOWER ST. JOHNS,,52972
-82.28988084,30.27752683,Z3-SS-10126,ZONE 3,STREAM,CEDAR CREEK,N/A,30,16,39.07596,82,17,23.55864,,BAKER,,ST. MARYS,,52973
-81.81981391,30.57472161,Z3-SS-10127,ZONE 3,STREAM,ALLIGATOR CREEK,N/A,30,34,28.97688,81,49,11.31816,,NASSAU,,NASSAU,,52974
-82.13416906,29.57031747,Z3-SS-10128,ZONE 3,STREAM,,N/A,29,34,13.12284,82,8,2.99652,,ALACHUA,,OKLAWAHA,,52975
-81.21301886,28.61745877,Z3-SS-10129,ZONE 3,STREAM,LITTLE ECONLOCKHATCHEE RIVER,N/A,28,37,2.83224,81,12,46.85688,,SEMINOLE,,UPPER ST. JOHNS,,52976
-81.60409602,29.72438482,Z3-SS-10130,ZONE 3,STREAM,,N/A,29,43,27.76512,81,36,14.73408,,PUTNAM,,LOWER ST. JOHNS,,52977
-81.51005256,28.90128053,Z3-SS-10131,ZONE 3,STREAM,BLACK WATER CREEK,N/A,28,54,4.59036,81,30,36.17784,,LAKE,,UPPER ST. JOHNS,,52978
-81.94629395,30.64867723,Z3-SS-10132,ZONE 3,STREAM,MILLS CREEK,N/A,30,38,55.21704,81,56,46.64616,,NASSAU,,NASSAU,,52979
-81.80969108,29.82143504,Z3-SS-10133,ZONE 3,STREAM,,N/A,29,49,17.14584,81,48,34.87608,,PUTNAM,,LOWER ST. JOHNS,,52980
-81.31476922,29.36052704,Z3-SS-10134,ZONE 3,STREAM,MIDDLE HAW CREEK,N/A,29,21,37.8774,81,18,53.15796,,FLAGLER,,LOWER ST. JOHNS,"Tried to sample on 8/1/13, but site was flooded                                                     ",52981
-81.8155389,30.22882663,Z3-SS-10135,ZONE 3,STREAM,,N/A,30,13,43.75524,81,48,55.92816,,DUVAL,,LOWER ST. JOHNS,,52982
-82.20750172,30.35593905,Z3-SS-10136,ZONE 3,STREAM,DAUGHERTY BRANCH,N/A,30,21,21.35988,82,12,26.99388,,BAKER,,ST. MARYS,,52983
-80.88558844,27.69875965,Z3-SS-10137,ZONE 3,STREAM,,N/A,27,41,55.5162,80,53,8.1078,,OSCEOLA,,UPPER ST. JOHNS,,52984
-81.9201482,29.57715898,Z3-SS-10138,ZONE 3,STREAM,DEEP CREEK,N/A,29,34,37.75224,81,55,12.52164,,PUTNAM,,OKLAWAHA,,52985
-81.73429292,28.67953307,Z3-SS-10139,ZONE 3,STREAM,,N/A,28,40,46.29972,81,44,3.44292,,LAKE,,OKLAWAHA,,52986
-81.63815774,30.16887822,Z3-SS-10140,ZONE 3,STREAM,,N/A,30,10,7.941,81,38,17.3562,,DUVAL,,LOWER ST. JOHNS,,52987
-81.2711406,29.07940338,Z3-SS-10141,ZONE 3,STREAM,,N/A,29,4,45.83244,81,16,16.095,,VOLUSIA,,LOWER ST. JOHNS,,52988
-81.63346523,29.91506586,Z3-SS-10142,ZONE 3,STREAM,,N/A,29,54,54.21672,81,38,0.4632,,CLAY,,LOWER ST. JOHNS,,52989
-81.40747572,28.74317259,Z3-SS-10143,ZONE 3,STREAM,LITTLE WEKIVA RIVER,N/A,28,44,35.40192,81,24,26.90136,,SEMINOLE,,UPPER ST. JOHNS,,52990
-81.4720328,30.31445546,Z3-SS-10144,ZONE 3,STREAM,,N/A,30,18,52.01892,81,28,19.30656,,DUVAL,,LOWER ST. JOHNS,,52991
-80.67955297,27.31103336,Z6-SS-10035,ZONE 6,STREAM,,N/A,27,18,39.70188,80,40,46.38036,,OKEECHOBEE,,FLORIDA SOUTHEAST COAST,,52992
-80.82269281,27.39935708,Z6-SS-10036,ZONE 6,STREAM,,N/A,27,23,57.6672,80,49,21.68364,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,FR 8/8/13                                                                                           ,52993
-80.24812724,27.18408424,Z6-SS-10037,ZONE 6,STREAM,,N/A,27,11,2.68512,80,14,53.2482,,MARTIN,,FLORIDA SOUTHEAST COAST,,52994
-80.33130066,27.31214827,Z6-SS-10038,ZONE 6,STREAM,,N/A,27,18,43.71552,80,19,52.67244,,ST. LUCIE,,FLORIDA SOUTHEAST COAST,,52995
-80.70503018,27.37961908,Z6-SS-10039,ZONE 6,STREAM,,N/A,27,22,46.6104,80,42,18.09828,,OKEECHOBEE,,FLORIDA SOUTHEAST COAST,FR 9/23/13                                                                                          ,52996
-80.89870843,27.24815414,Z6-SS-10040,ZONE 6,STREAM,,N/A,27,14,53.33676,80,53,55.3398,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,52997
-80.31145025,27.17730234,Z6-SS-10041,ZONE 6,STREAM,,N/A,27,10,38.27028,80,18,41.211,,MARTIN,,FLORIDA SOUTHEAST COAST,,52998
-80.4315241,27.39302809,Z6-SS-10042,ZONE 6,STREAM,TENMILE CREEK,N/A,27,23,34.8828,80,25,53.47668,,ST. LUCIE,,FLORIDA SOUTHEAST COAST,,52999
-80.72984138,27.39746978,Z6-SS-10043,ZONE 6,STREAM,,N/A,27,23,50.87292,80,43,47.4186,,OKEECHOBEE,,FLORIDA SOUTHEAST COAST,FR 8/8                                                                                              ,53000
-80.65359015,27.21011214,Z6-SS-10044,ZONE 6,STREAM,,N/A,27,12,36.38556,80,39,12.91428,,ST. LUCIE,,NORTHERN OKEECHOBEE INFLOW,,53001
-80.28122244,27.14143933,Z6-SS-10045,ZONE 6,STREAM,,N/A,27,8,29.16348,80,16,52.39092,,MARTIN,,FLORIDA SOUTHEAST COAST,,53002
-80.7781085,27.45046259,Z6-SS-10046,ZONE 6,STREAM,,N/A,27,27,1.647,80,46,41.18016,,OKEECHOBEE,,UPPER ST. JOHNS,,53003
-80.83691561,27.35361477,Z6-SS-10047,ZONE 6,STREAM,,N/A,27,21,12.99492,80,50,12.88572,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,53004
-80.67995196,27.16771542,Z6-SS-10048,ZONE 6,STREAM,,N/A,27,10,3.75744,80,40,47.81676,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,53005
-80.17206351,26.97458319,Z6-SS-10049,ZONE 6,STREAM,CYPRESS CREEK,N/A,26,58,28.48152,80,10,19.41888,,MARTIN,,FLORIDA SOUTHEAST COAST,,53006
-80.32493127,27.4507916,Z6-SS-10050,ZONE 6,STREAM,MOORE CREEK,N/A,27,27,2.8314,80,19,29.7426,,ST. LUCIE,,VERO BEACH,,53007
-80.77063709,27.32103046,Z6-SS-10051,ZONE 6,STREAM,,N/A,27,19,15.69144,80,46,14.28312,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,53008
-80.88832753,27.43025658,Z6-SS-10052,ZONE 6,STREAM,,N/A,27,25,48.9054,80,53,17.96856,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,53009
-80.56153503,27.15456722,Z6-SS-10053,ZONE 6,STREAM,,N/A,27,9,16.42392,80,33,41.51592,,MARTIN,,FLORIDA SOUTHEAST COAST,,53010
-80.70731318,27.39074318,Z6-SS-10055,ZONE 6,STREAM,,N/A,27,23,26.65716,80,42,26.31708,,OKEECHOBEE,,FLORIDA SOUTHEAST COAST,FR 9/23/13                                                                                          ,53011
-84.65775041,30.12741672,Z1-SS-10070,ZONE 1,STREAM,ARBOR BUSH BRANCH,N/A,30,7,38.67996,84,39,27.88668,,WAKULLA,,LOWER OCHLOCKONEE,,53034
-84.59812321,30.59664693,Z1-SS-10071,ZONE 1,STREAM,QUINCY CREEK,N/A,30,35,47.90832,84,35,53.22876,,GADSDEN,,LOWER OCHLOCKONEE,,53035
-86.05762353,30.61014679,Z1-SS-10072,ZONE 1,STREAM,,N/A,30,36,36.50796,86,3,27.4284,,WALTON,,LOWER CHOCTAWHATCHEE,,53036
-86.75470654,30.98784635,Z1-SS-10073,ZONE 1,STREAM,ROCK CREEK,N/A,30,59,16.22616,86,45,16.92648,,OKALOOSA,,BLACKWATER,,53037
-85.9160908,30.97950908,Z1-SS-10074,ZONE 1,STREAM,PARROT CREEK,N/A,30,58,46.21188,85,54,57.91068,,HOLMES,,LOWER CHOCTAWHATCHEE,,53038
-87.44710912,30.74131387,Z1-SS-10075,ZONE 1,STREAM,BAY BRANCH,N/A,30,44,28.70952,87,26,49.57512,,ESCAMBIA,,PERDIDO,,53039
-84.82670238,30.60326023,Z1-SS-10076,ZONE 1,STREAM,YON CREEK,N/A,30,36,11.7162,84,49,36.11352,,GADSDEN,,APALACHICOLA,,53040
-85.35129201,30.1082039,Z1-SS-10077,ZONE 1,STREAM,,N/A,30,6,29.51388,85,21,4.63572,,GULF,,ST. ANDREW-ST. JOSEPH BAYS,,53041
-85.45059924,30.24159522,Z1-SS-10078,ZONE 1,STREAM,WATER BRANCH,N/A,30,14,29.72256,85,27,2.14164,,BAY,,ST. ANDREW-ST. JOSEPH BAYS,,53042
-86.6111218,30.87990233,Z1-SS-10079,ZONE 1,STREAM,BEAR BRANCH,N/A,30,52,47.62776,86,36,40.02156,,OKALOOSA,,YELLOW,,53043
-84.51779479,30.51572152,Z1-SS-10080,ZONE 1,STREAM,LITTLE RIVER,N/A,30,30,56.57688,84,31,4.04652,,GADSDEN,,LOWER OCHLOCKONEE,,53044
-85.2359604,30.81436806,Z1-SS-10081,ZONE 1,STREAM,,N/A,30,48,51.70428,85,14,9.44196,,JACKSON,,CHIPOLA,,53045
-86.12104634,30.52785067,Z1-SS-10082,ZONE 1,STREAM,,N/A,30,31,40.242,86,7,15.75048,,WALTON,,CHOCTAWHATCHEE BAY,,53046
-83.94542713,30.57710415,Z1-SS-10083,ZONE 1,STREAM,,N/A,30,34,37.55424,83,56,43.52352,,JEFFERSON,,APALACHEE BAY-ST. MARKS,,53047
-84.86986918,30.39783498,Z1-SS-10084,ZONE 1,STREAM,,N/A,30,23,52.18548,84,52,11.514,,LIBERTY,,LOWER OCHLOCKONEE,,53048
-86.3213194,30.57111187,Z1-SS-10085,ZONE 1,STREAM,COON HEAD BRANCH,N/A,30,34,15.98232,86,19,16.73328,,WALTON,,CHOCTAWHATCHEE BAY,,53049
-85.50721527,30.54656229,Z1-SS-10086,ZONE 1,STREAM,TENMILE CREEK,N/A,30,32,47.60376,85,30,25.95924,,WASHINGTON,,ST. ANDREW-ST. JOSEPH BAYS,,53050
-86.23260159,30.92573485,Z1-SS-10087,ZONE 1,STREAM,CANEY CREEK,N/A,30,55,32.62476,86,13,57.3492,,WALTON,,YELLOW,,53051
-84.92699539,30.14060892,Z1-SS-10089,ZONE 1,STREAM,,N/A,30,8,26.17188,84,55,37.16832,,LIBERTY,,NEW,,53052
-85.32667801,30.34047825,Z1-SS-10090,ZONE 1,STREAM,CYPRESS CREEK,N/A,30,20,25.70136,85,19,36.02532,,CALHOUN,,CHIPOLA,,53053
-86.51027997,30.88302393,Z1-SS-10091,ZONE 1,STREAM,,N/A,30,52,58.86552,86,30,36.99108,,OKALOOSA,,YELLOW,,53054
-85.53753369,30.69430902,Z1-SS-10092,ZONE 1,STREAM,FLAT CREEK,N/A,30,41,39.49188,85,32,15.10548,,WASHINGTON,,LOWER CHOCTAWHATCHEE,,53055
-80.58145156,27.98358353,Z3-SS-10145,ZONE 3,STREAM,,N/A,27,59,0.88188,80,34,53.21532,,BREVARD,,CAPE CANAVERAL,,53056
-81.91257002,29.99235477,Z3-SS-10146,ZONE 3,STREAM,,N/A,29,59,32.45676,81,54,45.24012,,CLAY,,LOWER ST. JOHNS,,53057
-81.04184499,27.97707501,Z3-SS-10147,ZONE 3,STREAM,,N/A,27,58,37.45128,81,2,30.6312,,OSCEOLA,,UPPER ST. JOHNS,,53058
-81.91041602,30.1085968,Z3-SS-10148,ZONE 3,STREAM,BIG BRANCH,N/A,30,6,30.92796,81,54,37.48572,,CLAY,,LOWER ST. JOHNS,,53059
-81.96558435,30.59822521,Z3-SS-10149,ZONE 3,STREAM,,N/A,30,35,53.58984,81,57,56.0916,,NASSAU,,ST. MARYS,,53060
-82.33630513,29.68724499,Z3-SS-10150,ZONE 3,STREAM,,N/A,29,41,14.06184,82,20,10.68612,,ALACHUA,,OKLAWAHA,,53061
-82.39466787,27.58131758,Z4-SS-10001,ZONE 4,STREAM,,No,27,34,52.725,82,23,40.7922,,MANATEE,,MANATEE,,53062
-81.86726681,27.28255232,Z4-SS-10002,ZONE 4,STREAM,WALKER BRANCH,Yes,27,16,57.17028,81,52,2.14896,,DESOTO,,PEACE,HA Performed,53063
-82.32995016,27.77414073,Z4-SS-10003,ZONE 4,STREAM,LITTLE BULLFROG CREEK,No,27,46,26.88816,82,19,47.80848,,HILLSBOROUGH,,TAMPA BAY,Point is >50m away from stream,53064
-82.56145963,28.05068899,Z4-SS-10005,ZONE 4,STREAM,ROCKY CREEK,Yes,28,3,2.46168,82,33,41.24232,,HILLSBOROUGH,,TAMPA BAY,HA performed,53065
-81.92859372,27.04319766,Z4-SS-10006,ZONE 4,STREAM,,No,27,2,35.49372,81,55,42.9258,,DESOTO,,PEACE,,53066
-82.05636388,27.85260496,Z4-SS-10007,ZONE 4,STREAM,,No,27,51,9.35928,82,3,22.89816,,HILLSBOROUGH,,ALAFIA,Site has been altered due to phosphate mining in 1999.  Site is now a pond. SL 3/9/16,53067
-81.68971237,27.66516252,Z4-SS-10008,ZONE 4,STREAM,SANDY GULLY,No,27,39,54.56664,81,41,22.95312,,POLK,,PEACE,"  Site appears to be wetland, stream no longer present at current location.  DRG shows wetlands in t",53068
-81.72338148,27.52256279,Z4-SS-10009,ZONE 4,STREAM,,No,27,31,21.20772,81,43,24.16188,,HARDEE,,PEACE,Spoke with owner he said there is no stream at the point it will either be wetlands or canal,53069
-82.08400577,27.28154302,Z4-SS-10010,ZONE 4,STREAM,,No,27,16,53.5368,82,5,2.409,,MANATEE,,MYAKKA,"Exclude- stream dry, per owner.",53070
-81.94641355,27.96610079,Z4-SS-10011,ZONE 4,STREAM,LAKE DRAIN,No,27,57,57.94416,81,56,47.07708,,POLK,,ALAFIA,Site is located in Scott Lake.  Wrong resource. SL 3/9/16,53071
-81.78332959,27.37908655,Z4-SS-10013,ZONE 4,STREAM,CHARLIE CREEK,Yes,27,22,44.6934,81,46,59.97504,,HARDEE,,PEACE,HA Performed,53072
-82.18918471,27.49015797,Z4-SS-10014,ZONE 4,STREAM,EAST FORK MANATEE RIVER,Yes,27,29,24.55044,82,11,21.05304,,MANATEE,,MANATEE,HA performed,53073
-82.19296563,28.11084532,Z4-SS-10015,ZONE 4,STREAM,,No,28,6,39.02436,82,11,34.66428,,HILLSBOROUGH,,HILLSBOROUGH,Land owner confirmed system is dry.,53074
-82.72920132,29.08681214,Z4-SS-10016,ZONE 4,STREAM,,No,29,5,12.50412,82,43,45.11208,,LEVY,,WACCASASSA,field recon 6/22/2016,53075
-82.73923468,27.81518203,Z4-SS-10017,ZONE 4,STREAM,SAINT JOES CREEK,Yes,27,48,54.63684,82,44,21.23232,,PINELLAS,,CRYSTAL-PITHLACHASCOTEE,HA Performed,53076
-80.89428163,27.23850604,Z6-SS-10056,ZONE 6,STREAM,,N/A,27,14,18.6036,80,53,39.40332,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,FR 8/8/13                                                                                           ,53077
-80.29491005,27.19383834,Z6-SS-10057,ZONE 6,STREAM,,N/A,27,11,37.79988,80,17,41.66628,,MARTIN,,FLORIDA SOUTHEAST COAST,,53078
-80.35816357,27.41013449,Z6-SS-10058,ZONE 6,STREAM,FIVEMILE CREEK,N/A,27,24,36.46584,80,21,29.37888,,ST. LUCIE,,FLORIDA SOUTHEAST COAST,,53079
-80.81898251,27.38462008,Z6-SS-10059,ZONE 6,STREAM,,N/A,27,23,4.614,80,49,8.32656,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,53080
-80.69694727,27.22149794,Z6-SS-10060,ZONE 6,STREAM,,N/A,27,13,17.37444,80,41,48.99984,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,53081
-80.27417744,27.14652543,Z6-SS-10061,ZONE 6,STREAM,,N/A,27,8,47.47344,80,16,27.02892,,MARTIN,,FLORIDA SOUTHEAST COAST,FR BY GOLF COURSE MANAGER - NO WAY TO GET TO POINT                                                  ,53082
-80.75932689,27.44556649,Z6-SS-10062,ZONE 6,STREAM,GOMEZ CREEK,N/A,27,26,44.02104,80,45,33.5664,,OKEECHOBEE,,VERO BEACH,,53083
-80.90834524,27.41459318,Z6-SS-10063,ZONE 6,STREAM,TAYLOR CREEK,N/A,27,24,52.51716,80,54,30.03228,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,53084
-80.69525947,27.16494342,Z6-SS-10064,ZONE 6,STREAM,LETTUCE CREEK,N/A,27,9,53.77824,80,41,42.92376,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,53085
-80.28192324,27.08589221,Z6-SS-10065,ZONE 6,STREAM,,N/A,27,5,9.19392,80,16,54.9138,,MARTIN,,FLORIDA SOUTHEAST COAST,,53086
-80.85114252,27.38542727,Z6-SS-10066,ZONE 6,STREAM,,N/A,27,23,7.51992,80,51,4.10256,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,53087
-80.56296493,27.31680606,Z6-SS-10067,ZONE 6,STREAM,,N/A,27,19,0.4836,80,33,46.66356,,ST. LUCIE,,FLORIDA SOUTHEAST COAST,,53088
-80.86030591,27.19560653,Z6-SS-10068,ZONE 6,STREAM,LEMKIN CREEK,N/A,27,11,44.1654,80,51,37.0908,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,53089
-80.32653916,27.16881733,Z6-SS-10069,ZONE 6,STREAM,,N/A,27,10,7.72428,80,19,35.53104,,MARTIN,,FLORIDA SOUTHEAST COAST,,53090
-80.8098785,27.34426667,Z6-SS-10070,ZONE 6,STREAM,,N/A,27,20,39.34176,80,48,35.55216,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,53091
-80.76604289,27.25769405,Z6-SS-10072,ZONE 6,STREAM,MOSQUITO CREEK,N/A,27,15,27.6804,80,45,57.744,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,FR 8/8/13                                                                                           ,53092
-80.27292414,27.10945412,Z6-SS-10073,ZONE 6,STREAM,,N/A,27,6,34.01676,80,16,22.51704,,MARTIN,,FLORIDA SOUTHEAST COAST,,53093
-80.86334382,27.41777028,Z6-SS-10074,ZONE 6,STREAM,,N/A,27,25,3.95472,80,51,48.02724,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,,53094
-80.20394902,27.16866044,Z6-SS-10075,ZONE 6,STREAM,,N/A,27,10,7.15944,80,12,14.20668,,MARTIN,,FLORIDA SOUTHEAST COAST,,53095
-80.76185929,27.26672845,Z6-SS-10076,ZONE 6,STREAM,MOSQUITO CREEK,N/A,27,16,0.20424,80,45,42.68304,,OKEECHOBEE,,NORTHERN OKEECHOBEE INFLOW,FR 8/8/13                                                                                           ,53096
-86.92860728,30.85129411,Z1-SS-10093,ZONE 1,STREAM,CLARK BRANCH,N/A,30,51,4.63824,86,55,42.969,,SANTA ROSA,,BLACKWATER,,53119
-85.9606764,30.68915861,Z1-SS-10094,ZONE 1,STREAM,,N/A,30,41,20.95044,85,57,38.41884,,WALTON,,LOWER CHOCTAWHATCHEE,,53120
-86.28607249,30.47952325,Z1-SS-10095,ZONE 1,STREAM,TROUT CREEK,N/A,30,28,46.26336,86,17,9.84444,,WALTON,,CHOCTAWHATCHEE BAY,,53121
-85.34717142,30.50137999,Z1-SS-10096,ZONE 1,STREAM,FOURMILE CREEK,N/A,30,30,4.94748,85,20,49.80156,,CALHOUN,,CHIPOLA,,53122
-86.38648973,30.7283656,Z1-SS-10097,ZONE 1,STREAM,,N/A,30,43,42.09564,86,23,11.34636,,WALTON,,YELLOW,,53123
-84.6183188,30.06828311,Z1-SS-10098,ZONE 1,STREAM,,N/A,30,4,5.799,84,37,5.93292,,WAKULLA,,LOWER OCHLOCKONEE,,53124
-84.5693663,30.38344718,Z1-SS-10099,ZONE 1,STREAM,FREEMAN CREEK,N/A,30,23,0.3894,84,34,9.70392,,LEON,,LOWER OCHLOCKONEE,,53125
-85.76791884,30.52153978,Z1-SS-10100,ZONE 1,STREAM,,N/A,30,31,17.52276,85,46,4.49184,,WASHINGTON,,LOWER CHOCTAWHATCHEE,,53126
-84.04263095,30.3823699,Z1-SS-10101,ZONE 1,STREAM,MOORE BRANCH,N/A,30,22,56.51112,84,2,33.4572,,JEFFERSON,,APALACHEE BAY-ST. MARKS,,53127
